Position,Number,Name,Pos_in_swim,Swim_time,T1,Pos_in_bike,Bike_time,T2,Pos_in_run,Run_time,Race_control,Time,Rank,Category
934.,1367,CARBONE Charlotte,763,31:31,3:25,1033,2:08:08,2:17,738,38:50,Finish,3:24:12,43/81,F30-34
936.,80,GUINARD BOSSE Christel,1010,34:22,3:28,1017,2:07:23,2:22,573,36:44,Finish,3:24:21,31/51,F35-39
939.,803,BENARD Marina,584,29:55,4:06,1045,2:08:47,2:07,810,39:40,Finish,3:24:37,19/52,F45-49
945.,1178,BERG Christelle,187,25:27,3:23,1077,2:10:32,2:02,1047,43:26,Finish,3:24:51,32/51,F35-39
948.,99,AUDOIN Céline,578,29:53,3:05,1068,2:10:03,1:36,847,40:22,Finish,3:25:00,33/51,F35-39
950.,1179,RAYMOND Magalie,1157,36:04,4:00,853,2:00:20,1:49,1006,42:47,Finish,3:25:01,22/40,F40-44
963.,1439,ROETTGER Manon,1115,35:21,4:11,994,2:06:16,2:06,699,38:14,Finish,3:26:10,51/93,F25-29
970.,1621,ZOLLINO Sophie,1413,46:41,5:30,651,1:52:45,2:05,786,39:27,Finish,3:26:31,34/51,F35-39
971.,694,FASEY Kirsten,741,31:24,5:20,987,2:05:57,1:56,952,41:54,Finish,3:26:34,20/52,F45-49
974.,236,THIRY Aurélie,872,32:43,3:21,939,2:03:17,2:22,1113,44:52,Finish,3:26:38,44/81,F30-34
975.,507,REPELIN Gwenaelle,959,33:50,,-,,,-,,Finish,3:26:39,35/51,F35-39
976.,572,SERGI Blandine,1204,36:52,4:46,975,2:05:17,1:54,677,37:57,Finish,3:26:47,52/93,F25-29
977.,1185,DE MARNE Sabine,514,29:16,3:05,1079,2:10:45,2:25,905,41:15,Finish,3:26:48,14/43,F50-54
980.,663,PIP Brady,1173,36:14,5:37,980,2:05:40,2:46,569,36:41,Finish,3:27:00,2/16,F55-59
983.,389,HAMELIN Elodie,497,29:06,4:20,1089,2:11:16,1:52,867,40:39,Finish,3:27:15,45/81,F30-34
988.,946,SOULHOL Mathilde,1129,35:35,5:25,922,2:02:35,3:00,896,41:05,Finish,3:27:42,53/93,F25-29
995.,1548,WELLER Marine,582,29:54,3:48,1123,2:13:34,1:47,764,39:08,Finish,3:28:13,46/81,F30-34
996.,231,TENEY Laurence,907,33:06,4:04,996,2:06:30,1:26,1033,43:12,Finish,3:28:19,36/51,F35-39
997.,241,DELCOUR Sylvie,1149,35:54,3:30,998,2:06:33,1:37,873,40:44,Finish,3:28:20,21/52,F45-49
1004.,576,SCHMITT Chloé,730,31:18,3:39,1043,2:08:40,2:02,1022,43:04,Finish,3:28:46,54/93,F25-29
1005.,912,DANIEL Manon,1260,38:27,3:47,978,2:05:30,1:59,757,39:04,Finish,3:28:49,47/81,F30-34
1009.,724,LEMANSKI Charlotte,1064,34:53,4:16,1038,2:08:31,1:54,794,39:30,Finish,3:29:07,22/52,F45-49
1025.,741,CORRAND Ainsley,1310,39:49,6:36,949,2:03:46,1:59,692,38:10,Finish,3:30:22,15/43,F50-54
1030.,840,DE JONG Christel,967,33:56,3:36,1082,2:10:52,2:14,875,40:46,Finish,3:31:26,23/52,F45-49
1032.,1328,LAUNAY Marie-Adélie,595,29:59,2:55,1168,2:16:58,2:05,796,39:32,Finish,3:31:32,48/81,F30-34
1033.,975,VIARIZZO Luigina,762,31:31,4:13,1104,2:12:13,1:43,945,41:50,Finish,3:31:33,3/16,F55-59
1035.,1557,VANDAMME Céline,1042,34:41,6:41,1046,2:08:51,4:11,612,37:09,Finish,3:31:36,49/81,F30-34
1036.,498,NAULEAU Angéline,1004,34:20,3:01,1102,2:12:10,2:07,822,39:58,Finish,3:31:38,50/81,F30-34
1039.,1163,PODOLAKOVA Martina,995,34:13,4:26,1024,2:07:42,2:06,1043,43:24,Finish,3:31:53,51/81,F30-34
1040.,44,LEROYER Mathilde,571,29:50,3:06,1128,2:13:41,2:39,999,42:41,Finish,3:31:58,52/81,F30-34
1042.,922,VELIN Marie-Laure,489,29:04,5:28,1188,2:18:09,2:36,571,36:42,Finish,3:32:01,55/93,F25-29
1043.,749,MASTERTON Claire,734,31:21,5:30,1032,2:08:07,4:35,987,42:27,Finish,3:32:02,23/40,F40-44
1045.,1251,QUEMENER Juliette,1178,36:19,4:15,1044,2:08:45,2:09,869,40:41,Finish,3:32:10,53/81,F30-34
1048.,723,SEARLE Lucy,886,32:49,4:05,899,2:01:52,5:00,1255,48:39,Finish,3:32:27,37/51,F35-39
1049.,1349,GEORGES Fabienne,1332,40:32,4:37,962,2:04:47,3:06,784,39:27,Finish,3:32:30,24/52,F45-49
1050.,109,ANDREA Maud,1186,36:27,4:08,1052,2:09:11,2:12,866,40:39,Finish,3:32:38,54/81,F30-34
1055.,1524,BAUDIER Sabine,753,31:28,4:42,1112,2:12:49,2:11,966,42:06,Finish,3:33:19,4/16,F55-59
1058.,682,SATCHWELL Rachael,1101,35:13,4:49,1064,2:09:50,2:07,938,41:47,Finish,3:33:49,25/52,F45-49
1059.,1104,HELSLOOT Odette,325,27:28,2:59,1157,2:16:19,1:56,1131,45:06,Finish,3:33:50,56/93,F25-29
1062.,376,NOWAK Lea,1074,34:59,3:45,1019,2:07:24,1:56,1183,46:05,Finish,3:34:12,18/26,F20-24
1064.,478,LAJOIE Sybille,170,25:12,3:31,1163,2:16:33,2:50,1193,46:32,Finish,3:34:39,57/93,F25-29
1065.,1239,PUISEUX Laetitia,1117,35:24,3:47,1071,2:10:08,2:08,1030,43:11,Finish,3:34:39,19/26,F20-24
1066.,1549,DE BREK Eléonore,1274,38:55,5:02,1054,2:09:21,2:05,775,39:19,Finish,3:34:44,58/93,F25-29
1067.,391,DE BREK Pascale,1099,35:11,4:13,1130,2:13:50,2:21,762,39:07,Finish,3:34:44,3/13,F60-64
1068.,215,GENICOT Stéphanie,1102,35:13,4:38,1039,2:08:34,2:39,1061,43:39,Finish,3:34:45,26/52,F45-49
1070.,1196,FLEURE Valentine,297,26:57,3:16,1165,2:16:53,2:35,1133,45:08,Finish,3:34:51,59/93,F25-29
1088.,628,CURIE-MONIER Nadege,1104,35:14,4:49,1085,2:11:07,2:52,989,42:31,Finish,3:36:35,24/40,F40-44
1089.,604,FALOMI Magali,1055,34:48,4:51,974,2:05:17,2:04,1279,49:38,Finish,3:36:40,16/43,F50-54
1092.,1604,GROULET Fanny,933,33:24,5:43,1020,2:07:30,5:00,1135,45:10,Finish,3:36:48,55/81,F30-34
1093.,942,GOUR Anne Sophie,1193,36:39,4:16,1049,2:09:05,3:20,1053,43:29,Finish,3:36:50,27/52,F45-49
1097.,427,LESCURE Sandrine,1018,34:26,4:35,1070,2:10:04,2:12,1180,46:01,Finish,3:37:20,5/16,F55-59
1099.,1131,LARA Koenis,1044,34:42,2:48,1156,2:16:18,1:49,944,41:50,Finish,3:37:29,60/93,F25-29
1101.,353,HOULETTE Julie,1025,34:31,4:59,1078,2:10:45,2:16,1130,45:05,Finish,3:37:39,28/52,F45-49
1103.,1159,JEDWABNY Julia,1110,35:18,3:11,1066,2:09:55,2:38,1197,46:42,Finish,3:37:45,38/51,F35-39
1104.,1003,PARELLE Anne,1222,37:26,3:13,1080,2:10:50,2:08,1085,44:12,Finish,3:37:52,29/52,F45-49
1107.,1273,PERTIN Sophie,1122,35:29,4:58,1146,2:15:18,2:54,777,39:20,Finish,3:38:01,61/93,F25-29
1111.,1634,HAMTIAUX Myriam,809,31:52,3:57,1001,2:06:43,5:59,1282,49:52,Finish,3:38:24,62/93,F25-29
1112.,1064,HOUMARD Anne,1033,34:35,6:55,1034,2:08:19,3:26,1139,45:12,Finish,3:38:28,25/40,F40-44
1114.,591,HILAIRE Marianne,1267,38:42,4:11,1124,2:13:38,2:23,802,39:36,Finish,3:38:32,63/93,F25-29
1116.,1224,PERISSIER Claire,1001,34:17,3:49,1118,2:13:26,1:55,1137,45:11,Finish,3:38:40,56/81,F30-34
1123.,1576,GUILLUY Hélène,1021,34:27,3:25,1155,2:16:08,2:48,997,42:40,Finish,3:39:31,26/40,F40-44
1125.,1202,AUBOUY Delphine,984,34:07,4:45,1126,2:13:40,2:06,1118,44:56,Finish,3:39:35,30/52,F45-49
1126.,431,CHAUMAZ Fabienne,598,30:00,3:54,1210,2:19:46,1:52,1083,44:09,Finish,3:39:43,17/43,F50-54
1128.,1478,MONSTIER Marion,-,,,-,,,744,38:53,Finish,3:39:49,57/81,F30-34
1132.,687,PERCIVAL Samantha,296,26:53,2:59,1185,2:17:56,3:04,1264,49:01,Finish,3:39:56,58/81,F30-34
1134.,677,BECK Nicole,671,30:37,3:35,1253,2:23:57,2:48,790,39:29,Finish,3:40:28,59/81,F30-34
1139.,384,CENTOFANTI Marion,1052,34:46,4:09,1235,2:22:16,1:57,683,38:01,Finish,3:41:12,39/51,F35-39
1141.,1047,LEBRUN Lola,1230,37:36,2:55,1189,2:18:15,2:02,870,40:41,Finish,3:41:30,20/26,F20-24
1146.,681,WHEELER Mel,1143,35:48,4:24,1175,2:17:27,2:12,968,42:09,Finish,3:42:01,18/43,F50-54
1148.,910,KERSTEN Charlène,1116,35:22,4:22,1113,2:12:55,2:35,1204,46:47,Finish,3:42:03,64/93,F25-29
1149.,515,IZQUIERDO Rocio,847,32:21,3:53,1117,2:13:20,2:28,1291,50:13,Finish,3:42:17,40/51,F35-39
1152.,316,TEISSIER Victoria,1134,35:36,4:19,1060,2:09:40,2:19,1299,50:24,Finish,3:42:20,60/81,F30-34
1154.,95,FORTINEAU Aurélie,585,29:55,3:10,1178,2:17:33,1:58,1286,49:55,Finish,3:42:32,27/40,F40-44
1159.,146,BIBLOT Virginie,952,33:42,3:44,1160,2:16:24,2:42,1187,46:14,Finish,3:42:48,19/43,F50-54
1161.,1419,DIDELLE Margaux,661,30:34,,-,,,-,,Finish,3:42:52,65/93,F25-29
1162.,314,SAUVETRE Bénédicte,1166,36:08,4:27,1147,2:15:21,2:49,1082,44:08,Finish,3:42:55,28/40,F40-44
1165.,1498,TAVAN Camille,1433,52:28,5:05,976,2:05:19,1:52,714,38:28,Finish,3:43:14,66/93,F25-29
1166.,246,TALLIER Sarah,1254,38:22,3:46,1159,2:16:22,3:22,913,41:22,Finish,3:43:16,67/93,F25-29
1169.,721,WOODCOCK Megan,1169,36:11,3:55,1094,2:11:31,3:07,1259,48:48,Finish,3:43:34,61/81,F30-34
1175.,1436,PONCHELET Marianne,674,30:40,6:21,1225,2:21:25,2:44,1017,42:58,Finish,3:44:09,62/81,F30-34
1178.,445,BOISSON Mathilde,628,30:18,4:22,1205,2:19:25,2:46,1232,47:34,Finish,3:44:27,20/43,F50-54
1179.,631,MINOUX Heidi,898,33:01,3:14,1187,2:18:03,1:54,1247,48:14,Finish,3:44:29,31/52,F45-49
1181.,670,ROUSSEL Thifaine,889,32:50,3:30,1217,2:20:28,2:19,1166,45:49,Finish,3:44:59,68/93,F25-29
1183.,1053,BARCHIESI Marie,1313,39:56,5:18,1154,2:16:04,2:27,923,41:32,Finish,3:45:19,4/13,F60-64
1184.,306,EPINAT Magali,1249,38:13,5:51,1139,2:14:47,2:18,1090,44:17,Finish,3:45:27,32/52,F45-49
1185.,1166,MOUROT Coline,567,29:48,2:50,1266,2:25:48,1:48,1141,45:15,Finish,3:45:31,7/8,F18-19
1186.,321,COTTON BAYET Jessica,767,31:32,3:50,1172,2:17:08,4:57,1246,48:12,Finish,3:45:41,33/52,F45-49
1187.,808,LEVAUX Marie-Reine,951,33:41,3:59,1204,2:19:24,2:51,1170,45:53,Finish,3:45:49,34/52,F45-49
1190.,1558,MAURY Céline,870,32:41,5:23,1206,2:19:39,1:25,1222,47:22,Finish,3:46:32,21/43,F50-54
1194.,878,PETIT Sophie,935,33:26,4:05,1246,2:23:30,2:37,1036,43:18,Finish,3:46:57,41/51,F35-39
1196.,743,CONFORT Lara,1147,35:52,6:34,1174,2:17:20,3:24,1068,43:47,Finish,3:47:00,6/16,F55-59
1197.,920,SANCHEZ Margot,1079,35:02,3:55,1222,2:20:59,2:03,1123,44:59,Finish,3:47:00,63/81,F30-34
1200.,102,OLIVE Adéloïse,472,28:55,3:26,1233,2:22:11,2:38,1289,50:02,Finish,3:47:14,21/26,F20-24
1203.,713,SAMPSON Melanie,1214,37:13,5:20,1153,2:16:03,3:28,1179,46:01,Finish,3:48:06,35/52,F45-49
1208.,1101,ROELINK Marieke,579,29:53,5:33,1227,2:21:37,3:41,1234,47:38,Finish,3:48:25,22/43,F50-54
1211.,1056,AUBRY Sandrine,1046,34:44,4:27,1243,2:23:06,2:18,1088,44:15,Finish,3:48:52,7/16,F55-59
1215.,1337,HUTTMANN Coline,379,28:00,4:34,1281,2:27:47,3:32,1142,45:15,Finish,3:49:10,64/81,F30-34
1216.,1447,FUCHS Joelle,657,30:33,3:58,1286,2:28:08,2:38,1080,44:05,Finish,3:49:23,29/40,F40-44
1217.,1497,JAS Laura,292,26:49,5:02,1226,2:21:25,3:22,1336,52:53,Finish,3:49:33,69/93,F25-29
1218.,138,MAGANA Aude,1262,38:29,6:24,1184,2:17:45,2:36,1092,44:20,Finish,3:49:36,23/43,F50-54
1219.,363,ALNABULSI Hana,843,32:20,3:30,1277,2:27:21,2:49,1073,43:58,Finish,3:50:01,70/93,F25-29
1228.,655,CHAPMAN Collette,888,32:50,6:05,1236,2:22:25,4:38,1124,45:00,Finish,3:50:59,36/52,F45-49
1230.,262,KIEVITS Alyssa,1133,35:36,2:46,1242,2:23:04,2:32,1218,47:11,Finish,3:51:10,65/81,F30-34
1236.,826,CRUCHET Cindy,185,25:26,4:19,1258,2:24:27,3:33,1343,53:54,Finish,3:51:40,66/81,F30-34
1240.,1544,SENTUBERY Camille,1207,36:59,4:47,1198,2:18:42,2:49,1256,48:43,Finish,3:52:02,42/51,F35-39
1242.,408,FALGOUX Marie,1077,35:01,5:22,1231,2:21:51,3:07,1202,46:46,Finish,3:52:09,71/93,F25-29
1244.,813,RAIMBEAU Alizée,776,31:35,4:01,1297,2:29:27,2:34,1110,44:50,Finish,3:52:29,67/81,F30-34
1246.,274,DEVIS Victoria,1103,35:13,3:33,1259,2:25:10,2:17,1192,46:31,Finish,3:52:46,68/81,F30-34
1249.,1614,LIBERT Anne,1120,35:28,4:00,1274,2:27:01,3:12,1048,43:26,Finish,3:53:08,69/81,F30-34
1250.,42,HARAUX Hélène,1175,36:15,6:02,1191,2:18:21,5:09,1230,47:32,Finish,3:53:21,37/52,F45-49
1252.,249,CHRISTOPHE Valérie,1035,34:35,4:46,1265,2:25:47,2:56,1152,45:30,Finish,3:53:37,24/43,F50-54
1256.,669,RICHARDSON Louise,817,31:59,8:11,1256,2:24:10,4:47,1163,45:46,Finish,3:54:55,38/52,F45-49
1265.,736,KING Jane,437,28:39,5:28,1308,2:31:33,3:12,1203,46:46,Finish,3:55:41,1/2,F65-69
1271.,868,BUSHART Hêlîn,1287,39:16,6:18,1192,2:18:22,1:53,1309,50:49,Finish,3:56:40,72/93,F25-29
1274.,953,VIGREUX Eliana,1292,39:21,6:37,1234,2:22:14,5:04,1072,43:58,Finish,3:57:15,22/26,F20-24
1275.,978,CATERINA Vacchi,1297,39:34,5:47,1263,2:25:35,2:12,1084,44:10,Finish,3:57:20,39/52,F45-49
1276.,1226,SABARDU Ophélie,1005,34:20,3:01,1310,2:31:53,2:32,1157,45:41,Finish,3:57:29,73/93,F25-29
1279.,108,GROSSI Adélaïde,917,33:13,4:31,1294,2:29:19,2:37,1242,48:04,Finish,3:57:46,74/93,F25-29
1282.,256,DOUNY Isabelle,597,30:00,3:39,1348,2:36:53,2:29,1114,44:54,Finish,3:57:56,30/40,F40-44
1283.,1105,VAN LANGEN Susanne,1109,35:17,6:16,1299,2:29:54,3:18,1041,43:21,Finish,3:58:08,25/43,F50-54
1284.,337,BARRE BOUTILLIER Vanessa,822,32:02,4:45,1288,2:28:32,3:14,1280,49:42,Finish,3:58:16,26/43,F50-54
1286.,1289,MANGIN Sandrine,1411,45:57,5:55,1149,2:15:38,5:07,1175,45:58,Finish,3:58:37,31/40,F40-44
1287.,399,PERES Naomi,1047,34:44,3:12,1292,2:28:59,3:09,1254,48:31,Finish,3:58:38,70/81,F30-34
1288.,909,GOBILLOT Mathilde,622,30:16,4:30,1351,2:37:36,2:41,1055,43:34,Finish,3:58:39,71/81,F30-34
1291.,1107,DE WIT Anna,76,23:05,2:26,1320,2:32:41,4:07,1362,56:29,Finish,3:58:51,75/93,F25-29
1294.,539,MARIA DOLORES Belén Veracruz,1306,39:45,5:06,1237,2:22:28,4:22,1251,48:18,Finish,4:00:02,8/16,F55-59
1203.,713,SAMPSON Melanie,1214,37:13,5:20,1153,2:16:03,3:28,1179,46:01,Finish,3:48:06,35/52,F45-49
1208.,1101,ROELINK Marieke,579,29:53,5:33,1227,2:21:37,3:41,1234,47:38,Finish,3:48:25,22/43,F50-54
1211.,1056,AUBRY Sandrine,1046,34:44,4:27,1243,2:23:06,2:18,1088,44:15,Finish,3:48:52,7/16,F55-59
1215.,1337,HUTTMANN Coline,379,28:00,4:34,1281,2:27:47,3:32,1142,45:15,Finish,3:49:10,64/81,F30-34
1216.,1447,FUCHS Joelle,657,30:33,3:58,1286,2:28:08,2:38,1080,44:05,Finish,3:49:23,29/40,F40-44
1217.,1497,JAS Laura,292,26:49,5:02,1226,2:21:25,3:22,1336,52:53,Finish,3:49:33,69/93,F25-29
1218.,138,MAGANA Aude,1262,38:29,6:24,1184,2:17:45,2:36,1092,44:20,Finish,3:49:36,23/43,F50-54
1219.,363,ALNABULSI Hana,843,32:20,3:30,1277,2:27:21,2:49,1073,43:58,Finish,3:50:01,70/93,F25-29
1228.,655,CHAPMAN Collette,888,32:50,6:05,1236,2:22:25,4:38,1124,45:00,Finish,3:50:59,36/52,F45-49
1230.,262,KIEVITS Alyssa,1133,35:36,2:46,1242,2:23:04,2:32,1218,47:11,Finish,3:51:10,65/81,F30-34
1236.,826,CRUCHET Cindy,185,25:26,4:19,1258,2:24:27,3:33,1343,53:54,Finish,3:51:40,66/81,F30-34
1240.,1544,SENTUBERY Camille,1207,36:59,4:47,1198,2:18:42,2:49,1256,48:43,Finish,3:52:02,42/51,F35-39
1242.,408,FALGOUX Marie,1077,35:01,5:22,1231,2:21:51,3:07,1202,46:46,Finish,3:52:09,71/93,F25-29
1244.,813,RAIMBEAU Alizée,776,31:35,4:01,1297,2:29:27,2:34,1110,44:50,Finish,3:52:29,67/81,F30-34
1246.,274,DEVIS Victoria,1103,35:13,3:33,1259,2:25:10,2:17,1192,46:31,Finish,3:52:46,68/81,F30-34
1249.,1614,LIBERT Anne,1120,35:28,4:00,1274,2:27:01,3:12,1048,43:26,Finish,3:53:08,69/81,F30-34
1250.,42,HARAUX Hélène,1175,36:15,6:02,1191,2:18:21,5:09,1230,47:32,Finish,3:53:21,37/52,F45-49
1252.,249,CHRISTOPHE Valérie,1035,34:35,4:46,1265,2:25:47,2:56,1152,45:30,Finish,3:53:37,24/43,F50-54
1256.,669,RICHARDSON Louise,817,31:59,8:11,1256,2:24:10,4:47,1163,45:46,Finish,3:54:55,38/52,F45-49
1265.,736,KING Jane,437,28:39,5:28,1308,2:31:33,3:12,1203,46:46,Finish,3:55:41,1/2,F65-69
1271.,868,BUSHART Hêlîn,1287,39:16,6:18,1192,2:18:22,1:53,1309,50:49,Finish,3:56:40,72/93,F25-29
1274.,953,VIGREUX Eliana,1292,39:21,6:37,1234,2:22:14,5:04,1072,43:58,Finish,3:57:15,22/26,F20-24
1275.,978,CATERINA Vacchi,1297,39:34,5:47,1263,2:25:35,2:12,1084,44:10,Finish,3:57:20,39/52,F45-49
1276.,1226,SABARDU Ophélie,1005,34:20,3:01,1310,2:31:53,2:32,1157,45:41,Finish,3:57:29,73/93,F25-29
1279.,108,GROSSI Adélaïde,917,33:13,4:31,1294,2:29:19,2:37,1242,48:04,Finish,3:57:46,74/93,F25-29
1282.,256,DOUNY Isabelle,597,30:00,3:39,1348,2:36:53,2:29,1114,44:54,Finish,3:57:56,30/40,F40-44
1283.,1105,VAN LANGEN Susanne,1109,35:17,6:16,1299,2:29:54,3:18,1041,43:21,Finish,3:58:08,25/43,F50-54
1284.,337,BARRE BOUTILLIER Vanessa,822,32:02,4:45,1288,2:28:32,3:14,1280,49:42,Finish,3:58:16,26/43,F50-54
1286.,1289,MANGIN Sandrine,1411,45:57,5:55,1149,2:15:38,5:07,1175,45:58,Finish,3:58:37,31/40,F40-44
1287.,399,PERES Naomi,1047,34:44,3:12,1292,2:28:59,3:09,1254,48:31,Finish,3:58:38,70/81,F30-34
1288.,909,GOBILLOT Mathilde,622,30:16,4:30,1351,2:37:36,2:41,1055,43:34,Finish,3:58:39,71/81,F30-34
1291.,1107,DE WIT Anna,76,23:05,2:26,1320,2:32:41,4:07,1362,56:29,Finish,3:58:51,75/93,F25-29
1294.,539,MARIA DOLORES Belén Veracruz,1306,39:45,5:06,1237,2:22:28,4:22,1251,48:18,Finish,4:00:02,8/16,F55-59
1401.,521,PERAL FERNANDEZ Lorena,-,,,-,,,-,,Finish,4:41:27,36/40,F40-44
1402.,1388,RABUT Catherine,1439,58:39,4:43,1374,2:46:55,2:19,1314,51:04,Finish,4:43:41,37/40,F40-44
1403.,200,GAUVAIN Audrey,1380,42:15,4:43,1395,3:02:10,2:20,1330,52:11,Finish,4:43:41,45/51,F35-39
1404.,928,PRELOT Olivia,744,31:25,,-,,,-,,Finish,4:47:39,74/81,F30-34
1405.,283,FLASSE Vic,895,32:56,6:46,1401,3:07:11,3:14,1383,1:01:05,Finish,4:51:15,25/26,F20-24
1406.,1554,CAMILLE Bensiam,871,32:41,5:26,1400,3:06:01,2:51,1391,1:06:34,Finish,4:53:36,81/93,F25-29
1407.,1167,MOUROT Anne-Lise,1108,35:16,3:42,1405,3:13:29,1:48,1381,1:00:22,Finish,4:54:38,45/52,F45-49
1408.,656,WHEAVER Rebecca,1428,49:21,6:29,1411,3:23:57,,-,,Finish,4:58:30,46/51,F35-39
1409.,745,SHE Michelle,1410,45:53,9:10,1393,3:01:21,3:19,1384,1:01:48,Finish,5:01:33,82/93,F25-29
1410.,266,JUEZ PONCE Anouska,1438,56:04,10:05,1371,2:45:43,2:50,1392,1:06:49,Finish,5:01:33,75/81,F30-34
1411.,763,BYRNE Kathleen,-,,,-,,,-,,Finish,5:05:08,12/16,F55-59
1418.,1130,LAMMERTINK Ans,911,33:08,4:50,-,,,-,,Huez,3:10:46,-,F55-59
1419.,611,ROUSSET Florence,1311,39:51,9:25,-,,,-,,Huez,3:28:14,-,F50-54
1422.,55,DESGAGNY Cléo,977,34:03,3:19,-,,,-,,La Garde,1:57:51,-,F30-34
STRT,24,ROMAN Camille,-,,,-,,,-,,start,0:00:00,-,ELF
STRT,40,AL FASSIH Line,-,,,-,,,-,,start,0:00:00,-,F35-39
STRT,114,MARTIN Camille,-,,,-,,,-,,start,0:00:00,-,F25-29
STRT,247,JANDRAIN Ingrid,-,,,-,,,-,,start,0:00:00,-,F40-44
STRT,273,SNOECKX Evie,-,,,-,,,-,,start,0:00:00,-,F45-49
STRT,279,ROUVEZ Sébastien,-,,,-,,,-,,start,0:00:00,-,F30-34
STRT,325,VALTAT Celine,-,,,-,,,-,,start,0:00:00,-,F45-49
STRT,329,AKOUN-GAIFFE Cécile,-,,,-,,,-,,start,0:00:00,-,F60-64
STRT,356,DARGET LACOSTE Valérie,-,,,-,,,-,,start,0:00:00,-,F50-54
STRT,362,HENZELIN Valerie,-,,,-,,,-,,start,0:00:00,-,F50-54
STRT,505,DASSAUD-GALLIEN Marie,-,,,-,,,-,,start,0:00:00,-,F60-64
STRT,509,MENDIA GARDIA Irati,-,,,-,,,-,,start,0:00:00,-,F25-29
STRT,544,MAZO Maria,-,,,-,,,-,,start,0:00:00,-,F45-49
STRT,644,ZACKS Leslie,-,,,-,,,-,,start,0:00:00,-,F55-59
STRT,645,DONLEVIE Megan,-,,,-,,,-,,start,0:00:00,-,F18-19
STRT,648,LACEY Una,-,,,-,,,-,,start,0:00:00,-,F50-54
STRT,649,GARDNER Sarah-Jane,-,,,-,,,-,,start,0:00:00,-,F45-49
STRT,651,PERCIVAL Sarah,-,,,-,,,-,,start,0:00:00,-,F60-64
STRT,653,KELSALL Claudia,-,,,-,,,-,,start,0:00:00,-,F25-29
STRT,657,FENN Maggie,-,,,-,,,-,,start,0:00:00,-,F45-49
STRT,658,FILKINS Terri,-,,,-,,,-,,start,0:00:00,-,F65-69
STRT,697,PETER Tori,-,,,-,,,-,,start,0:00:00,-,F50-54
STRT,702,PEEL Hannah,-,,,-,,,-,,start,0:00:00,-,F40-44
STRT,759,KELLY Paula,-,,,-,,,-,,start,0:00:00,-,F35-39
STRT,785,BEROD Marielle,-,,,-,,,-,,start,0:00:00,-,F25-29
STRT,789,GUERIN Celine,-,,,-,,,-,,start,0:00:00,-,F25-29
STRT,819,GEFFARD Camille,-,,,-,,,-,,start,0:00:00,-,F25-29
STRT,857,GOECKE Caroline,-,,,-,,,-,,start,0:00:00,-,F35-39
STRT,955,DUCHEMANE Victorine,-,,,-,,,-,,start,0:00:00,-,F35-39
STRT,986,TORRETTI Paola,-,,,-,,,-,,start,0:00:00,-,F55-59
STRT,1083,PERRET Mélanie,-,,,-,,,-,,start,0:00:00,-,F25-29
STRT,1140,VAN DER WERFF Ilja,-,,,-,,,-,,start,0:00:00,-,F50-54
STRT,1141,VAN DER KOOIJ Tanya,-,,,-,,,-,,start,0:00:00,-,F40-44
STRT,1149,GUSSENHOVEN Ruth,-,,,-,,,-,,start,0:00:00,-,F30-34
STRT,1156,VEDO Hilde,-,,,-,,,-,,start,0:00:00,-,F45-49
STRT,1189,REGNART Florie,-,,,-,,,-,,start,0:00:00,-,F30-34
STRT,1231,COLOMBIER Alexia,-,,,-,,,-,,start,0:00:00,-,F25-29
STRT,1261,LARONZE Maud,-,,,-,,,-,,start,0:00:00,-,F30-34
STRT,1308,BARBARIN Pauline,-,,,-,,,-,,start,0:00:00,-,F25-29
STRT,1406,ROY Sophie,-,,,-,,,-,,start,0:00:00,-,F55-59
STRT,1473,MASSON Loriane,-,,,-,,,-,,start,0:00:00,-,F25-29
STRT,1565,BREUILLE Michèle,-,,,-,,,-,,start,0:00:00,-,F60-64
STRT,1566,BREUILLE Laure,-,,,-,,,-,,start,0:00:00,-,F25-29
